Customer,Address,Phone,Personnummer,BankAccount
Elise Söderman,"Kvarnvägen 8, 35146 Uppsala",067-55 76 19,751005-1860,SE8902EANL33346362686121
Elise Söderman,"Kvarnvägen 8, 35146 Uppsala",067-55 76 19,751005-1860,SE8902AZSP13287899419402
Elise Söderman,"Kvarnvägen 8, 35146 Uppsala",067-55 76 19,751005-1860,SE8902RXPZ64193650870827
Elise Söderman,"Kvarnvägen 8, 35146 Uppsala",067-55 76 19,751005-1860,SE8902FKMU98532754573323
Isabelle Wahlgren,"Ängsstigen 796, 75978 Sandviken",08-49 45 14,951223-4403,SE8902ITVH26113588018628
Isabelle Wahlgren,"Ängsstigen 796, 75978 Sandviken",08-49 45 14,951223-4403,SE8902YFRV85699768159258
Margret Brandt,"Parkvägen 89, 42271 Varberg",0060-45 66 14,050623-3907,SE8902MQZJ06643246897705
Margret Brandt,"Parkvägen 89, 42271 Varberg",0060-45 66 14,050623-3907,SE8902FWCH71102712794153
Margret Brandt,"Parkvägen 89, 42271 Varberg",0060-45 66 14,050623-3907,SE8902OYAH39744900512609
Lisbet Berglund,"Industrivägen 0, 48496 Kalmar",08-330 956 83,580615-1113,SE8902XETE95068684209773
Ingrid Karlsson,"Kvarntorget 9, 53652 Halmstad",08-067 82 58,810529-0871,SE8902TZSS77431559302602
Ingrid Karlsson,"Kvarntorget 9, 53652 Halmstad",08-067 82 58,810529-0871,SE8902CYPH60544976843583
Ingrid Karlsson,"Kvarntorget 9, 53652 Halmstad",08-067 82 58,810529-0871,SE8902QYWM08226326615443
Ibrahim Andersen,"Björkgatan 0, 93073 Jönköping",0529-07 62 39,430102-8306,SE8902OYYC26878073615803
Ibrahim Andersen,"Björkgatan 0, 93073 Jönköping",0529-07 62 39,430102-8306,SE8902FNVL25969348892346
Ibrahim Andersen,"Björkgatan 0, 93073 Jönköping",0529-07 62 39,430102-8306,SE8902SPMP91486768673172
Maj Falk,"Industritorget 07, 93914 Södertälje",+46 (0)8 921 187 38,850116-7558,SE8902GAXX53411861552462
Cecilia Holm,"Ängsstigen 7, 77768 Eskilstuna",+46 (0)163 151 85,940822-3189,SE8902YXOS87838017500335
Cecilia Holm,"Ängsstigen 7, 77768 Eskilstuna",+46 (0)163 151 85,940822-3189,SE8902JWXW28958053475452
Maria Larsson,"Storgatan 8, 47019 Luleå",061-75 51 44,640716-8654,SE8902MURT68729362533248
Maria Larsson,"Storgatan 8, 47019 Luleå",061-75 51 44,640716-8654,SE8902VVUL13283946661384
Lilian Pettersson,"Parkvägen 7, 76002 Uddevalla",0636-06 55 82,970116-2787,SE8902KWRS27148391651848
Lilian Pettersson,"Parkvägen 7, 76002 Uddevalla",0636-06 55 82,970116-2787,SE8902KWSP63038857977275
Nour Persson Lidström,"Trädgårdsvägen 779, 62230 Sundsvall",+46 (0)04 05 90 51,910301-3570,SE8902TMAZ51468626641221
Marianne Andersson,"Skogsvägen 90, 91152 Nyköping",08-023 631 05,390224-9725,SE8902KMXN52564213381947
Solveig Lindström,"Åkergatan 936, 81672 Alingsås",0854-912 22,891121-8041,SE8902HUPY67929894959123
Solveig Lindström,"Åkergatan 936, 81672 Alingsås",0854-912 22,891121-8041,SE8902JTIU30473679174736
Tuulikki Molin,"Fabriksgränd 659, 38032 Helsingborg",0501-18 81 33,820827-1828,SE8902XCIR72675281902466
Inger Svensson Andersson,"Stationsgatan 8, 75400 Uddevalla",0800-45 94 29,740830-3035,SE8902TUHD34770837374560
Eva Nordström,"Furugatan 703, 57380 Kalmar",+46 (0)65 89 60 91,720218-1660,SE8902QLED17935826591915
Stella Björk,"Kyrkvägen 967, 64300 Trollhättan",+46 (0)529 703 23,410829-6163,SE8902HMCZ09136061205337
Stella Björk,"Kyrkvägen 967, 64300 Trollhättan",+46 (0)529 703 23,410829-6163,SE8902MMNV35784660404948
Sofia Lindgren,"Backstigen 4, 62258 Trelleborg",08-052 591 82,430511-1629,SE8902VSPR33562992730471
Lisa Isaksson-Johnsson,"Industrigränd 2, 87738 Malmö",082-034 86 79,470622-7867,SE8902NPHM95440604719066
Lisa Isaksson-Johnsson,"Industrigränd 2, 87738 Malmö",082-034 86 79,470622-7867,SE8902UPMV66415672183575
Engla Larsson-Öberg,"Skolgatan 2, 22915 Lidingö",053-036 84 95,440217-6293,SE8902HAHX05192939117708
Engla Larsson-Öberg,"Skolgatan 2, 22915 Lidingö",053-036 84 95,440217-6293,SE8902IETM52089049623113
Maria Erlandsson,"Kyrkgatan 4, 75077 Malmö",08-06 68 64,460524-2876,SE8902DXER23023951967280
Maria Erlandsson,"Kyrkgatan 4, 75077 Malmö",08-06 68 64,460524-2876,SE8902ZUOU40396545889546
Margareta Ågren,"Parkstigen 522, 24160 Kalmar",08-452 68 86,690718-9101,SE8902WBFK37994122017616
Margareta Ågren,"Parkstigen 522, 24160 Kalmar",08-452 68 86,690718-9101,SE8902TMVQ62559128130402
Helena Eklund Jakobsson,"Nystigen 4, 11935 Stockholm",048-21 08 37,011029-6852,SE8902QNMM99008031804359
Eva Södergren,"Nystigen 3, 68964 Halmstad",044-44 25 80,551014-9866,SE8902PVNM34258841032637
Eva Södergren,"Nystigen 3, 68964 Halmstad",044-44 25 80,551014-9866,SE8902WINU18325188489431
Eva Södergren,"Nystigen 3, 68964 Halmstad",044-44 25 80,551014-9866,SE8902GUKI33865782482701
Nadia Edström,"Industrivägen 448, 31689 Gävle",+46 (0)565 101 80,540116-4602,SE8902BSOB17404569244252
Nadia Edström,"Industrivägen 448, 31689 Gävle",+46 (0)565 101 80,540116-4602,SE8902GDKU45032945438327
Nadia Edström,"Industrivägen 448, 31689 Gävle",+46 (0)565 101 80,540116-4602,SE8902YIAD46040982190137
Nadia Edström,"Industrivägen 448, 31689 Gävle",+46 (0)565 101 80,540116-4602,SE8902YHPG83168569237782
Linda Lundgren,"Villatorget 041, 15737 Södertälje",0125-164 64,870930-6461,SE8902HTRS03259438277897
Irene Hassan,"Ekvägen 247, 22426 Kalmar",+46 (0)8 119 967 44,430703-4134,SE8902KDEZ48747876485385
Irene Hassan,"Ekvägen 247, 22426 Kalmar",+46 (0)8 119 967 44,430703-4134,SE8902BRZE40142159892187
Ida Stenström,"Storstigen 81, 66399 Växjö",08-27 53 42,721012-5659,SE8902KLCO29429723379486
Alba Eriksson,"Granvägen 7, 24618 Landskrona",0678-66 70 63,760516-9296,SE8902NBIZ83446887518068
Lilian Johansson,"Backgatan 5, 81167 Motala",+46 (0)35 98 46 15,870818-9462,SE8902QLYH24628869288269
Lilian Johansson,"Backgatan 5, 81167 Motala",+46 (0)35 98 46 15,870818-9462,SE8902THHW31823034276516
Lilian Johansson,"Backgatan 5, 81167 Motala",+46 (0)35 98 46 15,870818-9462,SE8902EHTP72915274751435
Lilian Johansson,"Backgatan 5, 81167 Motala",+46 (0)35 98 46 15,870818-9462,SE8902TAHI51097798630045
Birgitta Johansson,"Grangatan 80, 24112 Piteå",037-65 73 77,831226-2531,SE8902LKRM96767797463197
Birgitta Johansson,"Grangatan 80, 24112 Piteå",037-65 73 77,831226-2531,SE8902ZGLL07430315277968
Lovisa Hedberg,"Skolgatan 190, 69374 Växjö",0934-29 98 87,530830-3527,SE8902SLBZ46706062219762
Lovisa Hedberg,"Skolgatan 190, 69374 Växjö",0934-29 98 87,530830-3527,SE8902FBTR73223116722714
Lovisa Hedberg,"Skolgatan 190, 69374 Växjö",0934-29 98 87,530830-3527,SE8902FTIV24633690574571
Susanne Molin-Sjölin,"Storgatan 77, 47052 Piteå",+46 (0)97 58 13 92,850630-1954,SE8902OCQK11725418237602
Susanne Molin-Sjölin,"Storgatan 77, 47052 Piteå",+46 (0)97 58 13 92,850630-1954,SE8902RASX95864855242605
Susanne Molin-Sjölin,"Storgatan 77, 47052 Piteå",+46 (0)97 58 13 92,850630-1954,SE8902ZIPR73751541971020
Helén Johansson,"Åkergatan 1, 97425 Östersund",+46 (0)914 167 08,760413-3962,SE8902ROFI55976431488069
Helén Johansson,"Åkergatan 1, 97425 Östersund",+46 (0)914 167 08,760413-3962,SE8902ZZNR41237043450267
Emelie Khan,"Granvägen 43, 97942 Trollhättan",+46 (0)8 274 849 64,611114-2755,SE8902EYZV57214534359238
Maria Lundqvist,"Stationsgränd 01, 47429 Trelleborg",087-806 42 50,910207-5331,SE8902WSFB21589079568833
Ingrid Larsson,"Järnvägsvägen 81, 30816 Luleå",011-042 91 48,510519-9201,SE8902RTPP26534696624492
Ingela Hagman Johansson,"Industristigen 2, 65196 Jönköping",+46 (0)38 91 53 76,610620-8330,SE8902ZZYD33218163616915
Linnea Wang,"Fabriksvägen 6, 58977 Sundsvall",08-08 94 73,720628-2324,SE8902MQQY51782698732487
Kerstin Gustafsson,"Ektorget 729, 28747 Uddevalla",056-45 80 50,550512-0229,SE8902XIPF48454762305912
Kerstin Gustafsson,"Ektorget 729, 28747 Uddevalla",056-45 80 50,550512-0229,SE8902QQEM64469622591152
Kerstin Gustafsson,"Ektorget 729, 28747 Uddevalla",056-45 80 50,550512-0229,SE8902PLBL16144667744762
Christina Sjölund,"Idrottsvägen 227, 68113 Piteå",+46 (0)8 050 300 33,830908-8246,SE8902LVNK47443019784697
Christina Sjölund,"Idrottsvägen 227, 68113 Piteå",+46 (0)8 050 300 33,830908-8246,SE8902VMWP60739361675669
Helen Jonsson-Fredriksson,"Skolgatan 39, 63141 Göteborg",055-107 34 30,741009-4614,SE8902LUGA16653984392162
Helen Jonsson-Fredriksson,"Skolgatan 39, 63141 Göteborg",055-107 34 30,741009-4614,SE8902PNRT14858483416763
Malin Larsson,"Ringvägen 978, 70434 Lidingö",+46 (0)76 51 18 68,990816-5161,SE8902FPGB53740832393246
Maria Danielsson Nilsson,"Kyrkotorget 415, 22455 Kristianstad",+46 (0)993 459 74,931028-8825,SE8902ZPXA01787857989303
Siv Alm,"Skolvägen 50, 94699 Västerås",+46 (0)96 32 60 93,411219-0204,SE8902XZSQ43469647161652
Signe Eriksson-Holmberg,"Fabriksstigen 0, 24573 Karlskrona",0050-531 67,500902-1220,SE8902TNEQ21759041931830
Signe Eriksson-Holmberg,"Fabriksstigen 0, 24573 Karlskrona",0050-531 67,500902-1220,SE8902UNIQ60986055961346
Signe Eriksson-Holmberg,"Fabriksstigen 0, 24573 Karlskrona",0050-531 67,500902-1220,SE8902YLUL42869164891487
Sophia Omar,"Parktorget 6, 62509 Varberg",040-699 07 37,681114-4002,SE8902LYFI88654386046994
Maria Högberg,"Ekvägen 4, 25743 Alingsås",060-43 08 06,750416-7920,SE8902JBML23966854830022
Maria Högberg,"Ekvägen 4, 25743 Alingsås",060-43 08 06,750416-7920,SE8902MDNR23654048962365
Jessica Martinsson,"Ekgatan 999, 46727 Kristianstad",066-84 44 80,820322-8260,SE8902XYWW06047880682425
Suzanne Adolfsson,"Stationsgatan 910, 69122 Norrköping",08-36 27 23,041020-5371,SE8902YFUG89397049014204
Signe Andersson Hellström,"Järnvägsgatan 21, 90057 Halmstad",0882-338 66,011109-1492,SE8902TQXV74190163701650
Elisabet Persson,"Ängsgränd 50, 60635 Borås",08-091 58 99,550718-8943,SE8902QSEX48124440213093
Elisabet Persson,"Ängsgränd 50, 60635 Borås",08-091 58 99,550718-8943,SE8902CRKA97370313824795
Karin Norén,"Idrottsgatan 573, 35213 Uddevalla",0383-94 33 70,011116-3267,SE8902QVDX07065136908695
Karin Norén,"Idrottsgatan 573, 35213 Uddevalla",0383-94 33 70,011116-3267,SE8902LLGR94243337164385
Karin Norén,"Idrottsgatan 573, 35213 Uddevalla",0383-94 33 70,011116-3267,SE8902XIIY68366812613028
Ingrid Johansson Lundberg,"Parktorget 48, 66253 Uddevalla",0440-240 76,770429-7501,SE8902XUYH86436254539837
Cecilia Persson,"Gentorget 23, 58122 Skövde",+46 (0)389 133 27,540614-9160,SE8902AQCO44387324377348
Felicia Johansson,"Bäckgränd 79, 35784 Västerås",019-91 86 14,541020-7657,SE8902TCCK48879115025867
Agneta Johansson,"Industrigatan 8, 99295 Karlstad",+46 (0)8 433 721 73,810516-5800,SE8902WATX62152063702344
Agneta Johansson,"Industrigatan 8, 99295 Karlstad",+46 (0)8 433 721 73,810516-5800,SE8902TBOJ86049292227405
Agneta Johansson,"Industrigatan 8, 99295 Karlstad",+46 (0)8 433 721 73,810516-5800,SE8902OATV02658940061811
Karin Lundqvist,"Björkgatan 19, 69858 Örnsköldsvik",047-618 29 58,020711-6625,SE8902HLML76292022524770
Frida Karlsson,"Granvägen 9, 36607 Umeå",0440-131 74,790105-4275,SE8902GKEP38370221536247
Irene Lundin,"Industrigatan 4, 85664 Växjö",005-050 70 46,790907-6270,SE8902UZBS49516417731818
Margareta Jansson,"Skolvägen 78, 71474 Eskilstuna",08-92 71 57,380321-3721,SE8902OOLM49343686376830
Birgitta Bohlin,"Kvarngatan 224, 31260 Trelleborg",08-582 97 43,880321-5667,SE8902SVQW25123995841385
Märta Olsson,"Kvarntorget 3, 10033 Göteborg",+46 (0)24 97 63 70,600825-1057,SE8902WCIT71011280885223
Cecilia Andersson,"Åkervägen 36, 92200 Uddevalla",082-80 51 76,940925-9703,SE8902JDXF35466571430209
Jenny Sundqvist,"Järnvägsvägen 7, 57441 Östersund",0238-157 38,750425-2219,SE8902LHUA50734331657544
Jenny Sundqvist,"Järnvägsvägen 7, 57441 Östersund",0238-157 38,750425-2219,SE8902UIXL22740523863004
Jenny Sundqvist,"Järnvägsvägen 7, 57441 Östersund",0238-157 38,750425-2219,SE8902NNNA87679319218094
Jenny Sundqvist,"Järnvägsvägen 7, 57441 Östersund",0238-157 38,750425-2219,SE8902MKGL15508437601995
Gunilla Ismail,"Ringgränd 04, 45573 Stockholm",0621-779 46,391223-1101,SE8902VMHX62709096665480
Märta Pettersson,"Kyrkovägen 29, 94734 Eskilstuna",+46 (0)8 426 176 02,850110-2126,SE8902DGXP57963435565595
Märta Pettersson,"Kyrkovägen 29, 94734 Eskilstuna",+46 (0)8 426 176 02,850110-2126,SE8902GGWE97497502378359
Agneta Samuelsson,"Skogsvägen 618, 66992 Uddevalla",+46 (0)958 871 67,500911-0213,SE8902RHZS07263432451114
Helena Eliasson,"Skolvägen 659, 69925 Lidingö",011-55 30 06,691224-2689,SE8902MKFC17006139746737
Helena Eliasson,"Skolvägen 659, 69925 Lidingö",011-55 30 06,691224-2689,SE8902FADN38705986955694
Charlotte Johansson,"Parkstigen 555, 33240 Karlstad",08-971 42 20,530116-4132,SE8902AHVW14609154839055
Malva Bergman,"Trädgårdsvägen 4, 34045 Ängelholm",+46 (0)98 02 79 61,480913-1966,SE8902MPFF59071266405689
Elisabeth Svensson Johansson,"Skolgatan 4, 86812 Malmö",08-124 61 70,770714-3595,SE8902IOUR73096302679146
Helena Rasmussen,"Åkerstigen 32, 80305 Halmstad",+46 (0)8 705 325 14,020129-8650,SE8902GZKU10549826849499
Olivia Malm,"Genvägen 3, 18922 Växjö",08-695 917 36,531001-9541,SE8902NILS51480673047457
Natalie Karlsson,"Kyrkovägen 139, 98602 Nyköping",+46 (0)8 403 699 19,990720-2171,SE8902EPZK82020056741347
Natalie Karlsson,"Kyrkovägen 139, 98602 Nyköping",+46 (0)8 403 699 19,990720-2171,SE8902WEPX09489049975102
Natalie Karlsson,"Kyrkovägen 139, 98602 Nyköping",+46 (0)8 403 699 19,990720-2171,SE8902NFEX92122769382579
Natalie Karlsson,"Kyrkovägen 139, 98602 Nyköping",+46 (0)8 403 699 19,990720-2171,SE8902RDOL83252725715066
Natalie Karlsson,"Kyrkovägen 139, 98602 Nyköping",+46 (0)8 403 699 19,990720-2171,SE8902DVSD57008700941701
Natalie Karlsson,"Kyrkovägen 139, 98602 Nyköping",+46 (0)8 403 699 19,990720-2171,SE8902DGXX88147139459340
Klara Eriksson,"Parkstigen 5, 94172 Ängelholm",0293-787 94,710824-0206,SE8902VEMX25234923276716
Klara Eriksson,"Parkstigen 5, 94172 Ängelholm",0293-787 94,710824-0206,SE8902IPMR06918676283049
Carina Karlsson,"Kyrkvägen 644, 84490 Landskrona",08-050 705 96,760925-9945,SE8902ETCY90517906060184
Josefine Nilsson,"Furutorget 956, 18239 Uppsala",0992-61 03 25,720302-4638,SE8902PQAY31420284375015
Annie Lundgren,"Åkergatan 6, 11961 Örebro",066-759 64 70,710630-2347,SE8902ZRZI47417483372579
Annie Lundgren,"Åkergatan 6, 11961 Örebro",066-759 64 70,710630-2347,SE8902TCIS05326189768955
Zahra Olsson-Eriksson,"Skolgatan 39, 90651 Umeå",007-39 39 98,000121-2265,SE8902FHHP30665400671103
Joline Gren,"Nygatan 919, 69667 Sundsvall",070-369 32 94,930305-9506,SE8902SUFL84984390436207
Joline Gren,"Nygatan 919, 69667 Sundsvall",070-369 32 94,930305-9506,SE8902FBRS06307972224493
Rose-Marie Westerberg-Landström,"Kyrkogatan 479, 64519 Jönköping",08-244 942 01,500523-1906,SE8902UTKC76119475507073
Marie Johannesson-Högberg,"Parkgatan 598, 49344 Helsingborg",084-60 24 59,901114-1687,SE8902ZPHS02086856755015
Marie Johannesson-Högberg,"Parkgatan 598, 49344 Helsingborg",084-60 24 59,901114-1687,SE8902PVDU32397262267370
Kristina Lindkvist Månsson,"Åkervägen 42, 84380 Lidköping",+46 (0)421 488 34,610503-2723,SE8902FKXG94756014478535
Ingegerd Hansson-Pettersson,"Industristigen 20, 62721 Göteborg",028-76 20 61,010111-4825,SE8902BWOT03489901672599
Ingegerd Hansson-Pettersson,"Industristigen 20, 62721 Göteborg",028-76 20 61,010111-4825,SE8902ASFC38684084271407
Ingegerd Hansson-Pettersson,"Industristigen 20, 62721 Göteborg",028-76 20 61,010111-4825,SE8902ASTS23624054451805
Margaretha Nielsen,"Kyrkogränd 07, 18553 Skövde",046-41 31 50,860116-5080,SE8902CUNN22125220865735
Margaretha Nielsen,"Kyrkogränd 07, 18553 Skövde",046-41 31 50,860116-5080,SE8902RZVW68005461246316
Inger Andersson,"Industrivägen 03, 73577 Östersund",+46 (0)384 277 54,421004-0905,SE8902FZYK87978190387699
Anita Ottosson,"Stortorget 361, 32409 Motala",+46 (0)782 495 89,650727-5763,SE8902QUFJ50463670043368
Margareta Sandström,"Furuvägen 3, 59407 Södertälje",063-25 43 05,661005-6548,SE8902RPRH48981618994827
Margareta Sandström,"Furuvägen 3, 59407 Södertälje",063-25 43 05,661005-6548,SE8902WYUG92028275995927
Margareta Sandström,"Furuvägen 3, 59407 Södertälje",063-25 43 05,661005-6548,SE8902LCFU45262185232485
Caroline Mohamed Johansson,"Kvarnstigen 28, 89507 Helsingborg",0281-99 05 64,501225-9973,SE8902YRJE25577068372391
Caroline Mohamed Johansson,"Kvarnstigen 28, 89507 Helsingborg",0281-99 05 64,501225-9973,SE8902ZQSR31963404580039
Caroline Mohamed Johansson,"Kvarnstigen 28, 89507 Helsingborg",0281-99 05 64,501225-9973,SE8902SJVO55654185313291
Mary Ahlström,"Skogsstigen 6, 10993 Malmö",048-62 36 62,630220-1436,SE8902PZCI77761871178523
Mary Ahlström,"Skogsstigen 6, 10993 Malmö",048-62 36 62,630220-1436,SE8902TDQR72645888062798
Anna Olsson-Johansson,"Parktorget 6, 28398 Kristianstad",032-06 18 21,580816-4684,SE8902NNNO44225102810397
Carin Hagberg Palmgren,"Fabriksgatan 346, 21128 Ängelholm",+46 (0)68 69 32 71,700921-3088,SE8902EGRU04525904634974
Birgitta Brandt,"Bäckgatan 988, 18653 Karlskoga",029-715 53 42,691125-3695,SE8902AAOA59642017060227
Moa Fredriksson-Bäck,"Björkgatan 8, 58714 Malmö",078-149 42 91,871118-1928,SE8902YSLL26649994554341
Terese Rosengren,"Skoltorget 49, 41265 Mölndal",+46 (0)03 48 52 87,710507-3238,SE8902JONV09925711868012
Terese Rosengren,"Skoltorget 49, 41265 Mölndal",+46 (0)03 48 52 87,710507-3238,SE8902FOXC84791598609467
Elisabeth Jansson,"Aspgränd 5, 20824 Borås",+46 (0)00 00 33 87,351129-4161,SE8902GREW10972860106946
Marie Edström,"Kyrkvägen 7, 21342 Halmstad",08-13 64 98,800426-6428,SE8902GBGP44172108348620
Jane Ek,"Åkergatan 9, 35419 Karlskrona",035-27 23 92,870720-1813,SE8902AJSV94182461717656
Jane Ek,"Åkergatan 9, 35419 Karlskrona",035-27 23 92,870720-1813,SE8902IKUU90169881819014
Maria Blom,"Björkvägen 7, 81265 Stockholm",08-760 82 96,991106-3973,SE8902ZDZF35824709915348
Maria Blom,"Björkvägen 7, 81265 Stockholm",08-760 82 96,991106-3973,SE8902PFYI37989903515742
Maria Blom,"Björkvägen 7, 81265 Stockholm",08-760 82 96,991106-3973,SE8902VABD28433519743158
Pernilla Engström,"Nyvägen 5, 57859 Lidingö",0044-704 77,560513-7834,SE8902LNMM65005427787530
Pernilla Engström,"Nyvägen 5, 57859 Lidingö",0044-704 77,560513-7834,SE8902TVXK53170573534289
Marie Isaksson,"Industristigen 239, 91185 Ängelholm",058-395 57 42,770716-1829,SE8902UUTG33531545423098
Marie Isaksson,"Industristigen 239, 91185 Ängelholm",058-395 57 42,770716-1829,SE8902TGSS63115928762234
Marie Isaksson,"Industristigen 239, 91185 Ängelholm",058-395 57 42,770716-1829,SE8902ENZW25848870664611
Marie Isaksson,"Industristigen 239, 91185 Ängelholm",058-395 57 42,770716-1829,SE8902KVOL90407760349687
Ulla Eriksson,"Parkstigen 293, 82253 Borås",+46 (0)8 194 763 72,420515-5866,SE8902GXQE70403294190338
Ulla Eriksson,"Parkstigen 293, 82253 Borås",+46 (0)8 194 763 72,420515-5866,SE8902TSIH97788635751412
Pia Sjöstedt,"Backstigen 518, 84815 Växjö",092-547 54 87,630711-4477,SE8902TXWD68698852887733
Pia Sjöstedt,"Backstigen 518, 84815 Växjö",092-547 54 87,630711-4477,SE8902YWZE35031868738690
Katarina Karlsson-Lindgren,"Stationsgatan 59, 14270 Kristianstad",+46 (0)525 932 93,461117-4469,SE8902TTRQ67764510281897
Katarina Karlsson-Lindgren,"Stationsgatan 59, 14270 Kristianstad",+46 (0)525 932 93,461117-4469,SE8902QILJ09667839424264
Elisabet Falk,"Storvägen 0, 63947 Norrköping",019-348 79 71,581122-2255,SE8902GBSN65881879746261
Inger Björklund,"Skolgatan 955, 55623 Uppsala",+46 (0)8 259 733 20,860227-5433,SE8902SYOK34574595890962
Johanna Isaksson,"Strandvägen 5, 84091 Lidingö",032-596 13 40,580504-0457,SE8902TGDM09742731733206
Carina Hedman,"Industrigatan 982, 52783 Malmö",080-36 41 28,380415-5368,SE8902RUPP97970833512919
Karolina Karlsson-Backman,"Gentorget 5, 30659 Karlstad",0215-992 60,430221-9953,SE8902FITK67729451632648
Karolina Karlsson-Backman,"Gentorget 5, 30659 Karlstad",0215-992 60,430221-9953,SE8902YARE38911515845364
Lisa Hassan,"Bäckgränd 4, 29666 Jönköping",034-35 16 16,750620-1875,SE8902ZEJN42200086959831
Nova Andersson,"Furustigen 93, 16339 Växjö",+46 (0)11 51 98 50,920507-6327,SE8902VBPS31468933549596
Nova Andersson,"Furustigen 93, 16339 Växjö",+46 (0)11 51 98 50,920507-6327,SE8902DORF63489542240166
Johanna Rydén-Ericson,"Strandgränd 813, 39744 Landskrona",076-92 29 75,510619-2601,SE8902RLXE45562764852432
Kerstin Persson,"Ringgatan 475, 12585 Helsingborg",08-726 50 50,780628-1619,SE8902XZAS22158117574887
Kerstin Persson,"Ringgatan 475, 12585 Helsingborg",08-726 50 50,780628-1619,SE8902ARJI52424267786590
Filippa Hallberg,"Nygatan 513, 22695 Örebro",08-05 42 91,460327-4996,SE8902PZDL59107473276443
Filippa Hallberg,"Nygatan 513, 22695 Örebro",08-05 42 91,460327-4996,SE8902PEZC68306534625963
Maj Hammar,"Furuvägen 576, 49096 Västerås",08-987 29 10,380222-3051,SE8902PDPB59162046614533
Maj Hammar,"Furuvägen 576, 49096 Västerås",08-987 29 10,380222-3051,SE8902GYOM68592348894619
Kristina Andreasson Larsson,"Industrivägen 8, 86480 Norrköping",08-54 44 24,381123-2937,SE8902ZBRA01455414601958
Helene Englund,"Nyvägen 1, 20687 Västerås",+46 (0)36 14 17 41,420409-4124,SE8902QZNU18414720978758
Klara Robertsson,"Ängstorget 866, 51673 Sundsvall",08-960 721 45,480314-7307,SE8902FXEO42999261877496
Klara Robertsson,"Ängstorget 866, 51673 Sundsvall",08-960 721 45,480314-7307,SE8902YFAI41572077231677
Klara Robertsson,"Ängstorget 866, 51673 Sundsvall",08-960 721 45,480314-7307,SE8902VUUX56420531096812
Jenny Vikström,"Industrigränd 99, 58953 Uppsala",069-387 67 60,851104-3807,SE8902TEYP63912424658963
Ebba Svanberg,"Industrigatan 129, 55528 Trollhättan",08-12 56 20,720217-9342,SE8902JPEZ29549435970218
